---------------------------------------------------------------------------------------------------
Date: 7/28/2026 -- 02:21:08 (uptime: 0d, 00h 59m 45s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 2773
flow.recycler.queue_max                                      | Total                     | 103
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1458176
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9785856
---------------------------------------------------------------------------------------------------
Date: 7/28/2026 -- 04:35:42 (uptime: 0d, 03h 14m 19s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 298593
capture.afpacket.polls                                       | Total                     | 1403884
capture.afpacket.poll_timeout                                | Total                     | 1385624
capture.afpacket.poll_data                                   | Total                     | 18260
decoder.pkts                                                 | Total                     | 298592
decoder.bytes                                                | Total                     | 358949036
decoder.ipv4                                                 | Total                     | 297136
decoder.ipv6                                                 | Total                     | 212
decoder.ethernet                                             | Total                     | 298592
decoder.arp                                                  | Total                     | 1244
decoder.tcp                                                  | Total                     | 293856
tcp.syn                                                      | Total                     | 1404
tcp.synack                                                   | Total                     | 371
tcp.rst                                                      | Total                     | 1096
decoder.udp                                                  | Total                     | 3472
decoder.icmpv6                                               | Total                     | 20
decoder.avg_pkt_size                                         | Total                     | 1202
decoder.max_pkt_size                                         | Total                     | 1514
tcp.active_sessions                                          | Total                     | 6
flow.total                                                   | Total                     | 3060
flow.active                                                  | Total                     | 84
flow.tcp                                                     | Total                     | 1380
flow.udp                                                     | Total                     | 1660
flow.icmpv6                                                  | Total                     | 20
flow.wrk.spare_sync_avg                                      | Total                     | 99
flow.wrk.spare_sync                                          | Total                     | 34
flow.wrk.spare_sync_incomplete                               | Total                     | 4
flow.wrk.flows_evicted_needs_work                            | Total                     | 196
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 211
flow.wrk.flows_evicted                                       | Total                     | 1
flow.wrk.flows_injected                                      | Total                     | 196
flow.wrk.flows_injected_max                                  | Total                     | 1
tcp.sessions                                                 | Total                     | 1373
tcp.ssn_from_cache                                           | Total                     | 163
tcp.ssn_from_pool                                            | Total                     | 1210
tcp.pseudo                                                   | Total                     | 56
tcp.segment_from_cache                                       | Total                     | 18058
tcp.segment_from_pool                                        | Total                     | 798
tcp.stream_depth_reached                                     | Total                     | 11
detect.alert                                                 | Total                     | 7
detect.alerts_suppressed                                     | Total                     | 2606
app_layer.flow.http                                          | Total                     | 152
app_layer.tx.http                                            | Total                     | 154
app_layer.flow.tls                                           | Total                     | 188
app_layer.flow.ssh                                           | Total                     | 28
app_layer.flow.ntp                                           | Total                     | 1014
app_layer.flow.dhcp                                          | Total                     | 13
app_layer.flow.mdns                                          | Total                     | 150
app_layer.flow.dns_udp                                       | Total                     | 483
app_layer.tx.dns_udp                                         | Total                     | 1042
app_layer.tx.ntp                                             | Total                     | 2020
app_layer.tx.dhcp                                            | Total                     | 26
app_layer.tx.mdns                                            | Total                     | 384
flow.end.state.new                                           | Total                     | 186
flow.end.state.established                                   | Total                     | 1427
flow.end.state.closed                                        | Total                     | 1363
flow.end.tcp_state.syn_sent                                  | Total                     | 4
flow.end.tcp_state.closed                                    | Total                     | 1363
flow.mgr.full_hash_pass                                      | Total                     | 1288
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10607
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 7002
flow.mgr.flows_notimeout                                     | Total                     | 4026
flow.mgr.flows_timeout                                       | Total                     | 2976
flow.mgr.flows_evicted                                       | Total                     | 2976
flow.mgr.flows_evicted_needs_work                            | Total                     | 196
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 2780
flow.recycler.queue_max                                      | Total                     | 103
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1458176
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9785856
---------------------------------------------------------------------------------------------------
Date: 7/28/2026 -- 04:35:50 (uptime: 0d, 03h 14m 27s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 298616
capture.afpacket.polls                                       | Total                     | 1404965
capture.afpacket.poll_timeout                                | Total                     | 1386692
capture.afpacket.poll_data                                   | Total                     | 18273
decoder.pkts                                                 | Total                     | 298619
decoder.bytes                                                | Total                     | 358955659
decoder.ipv4                                                 | Total                     | 297161
decoder.ipv6                                                 | Total                     | 212
decoder.ethernet                                             | Total                     | 298619
decoder.arp                                                  | Total                     | 1246
decoder.tcp                                                  | Total                     | 293881
tcp.syn                                                      | Total                     | 1404
tcp.synack                                                   | Total                     | 371
tcp.rst                                                      | Total                     | 1096
decoder.udp                                                  | Total                     | 3472
decoder.icmpv6                                               | Total                     | 20
decoder.avg_pkt_size                                         | Total                     | 1202
decoder.max_pkt_size                                         | Total                     | 1514
tcp.active_sessions                                          | Total                     | 6
flow.total                                                   | Total                     | 3060
flow.active                                                  | Total                     | 83
flow.tcp                                                     | Total                     | 1380
flow.udp                                                     | Total                     | 1660
flow.icmpv6                                                  | Total                     | 20
flow.wrk.spare_sync_avg                                      | Total                     | 99
flow.wrk.spare_sync                                          | Total                     | 34
flow.wrk.spare_sync_incomplete                               | Total                     | 4
flow.wrk.flows_evicted_needs_work                            | Total                     | 196
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 211
flow.wrk.flows_evicted                                       | Total                     | 1
flow.wrk.flows_injected                                      | Total                     | 196
flow.wrk.flows_injected_max                                  | Total                     | 1
tcp.sessions                                                 | Total                     | 1373
tcp.ssn_from_cache                                           | Total                     | 163
tcp.ssn_from_pool                                            | Total                     | 1210
tcp.pseudo                                                   | Total                     | 56
tcp.segment_from_cache                                       | Total                     | 18058
tcp.segment_from_pool                                        | Total                     | 798
tcp.stream_depth_reached                                     | Total                     | 11
detect.alert                                                 | Total                     | 7
detect.alerts_suppressed                                     | Total                     | 2606
app_layer.flow.http                                          | Total                     | 152
app_layer.tx.http                                            | Total                     | 154
app_layer.flow.tls                                           | Total                     | 188
app_layer.flow.ssh                                           | Total                     | 28
app_layer.flow.ntp                                           | Total                     | 1014
app_layer.flow.dhcp                                          | Total                     | 13
app_layer.flow.mdns                                          | Total                     | 150
app_layer.flow.dns_udp                                       | Total                     | 483
app_layer.tx.dns_udp                                         | Total                     | 1042
app_layer.tx.ntp                                             | Total                     | 2020
app_layer.tx.dhcp                                            | Total                     | 26
app_layer.tx.mdns                                            | Total                     | 384
flow.end.state.new                                           | Total                     | 186
flow.end.state.established                                   | Total                     | 1428
flow.end.state.closed                                        | Total                     | 1363
flow.end.tcp_state.syn_sent                                  | Total                     | 4
flow.end.tcp_state.closed                                    | Total                     | 1363
flow.mgr.full_hash_pass                                      | Total                     | 1289
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10608
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 7004
flow.mgr.flows_notimeout                                     | Total                     | 4027
flow.mgr.flows_timeout                                       | Total                     | 2977
flow.mgr.flows_evicted                                       | Total                     | 2977
flow.mgr.flows_evicted_needs_work                            | Total                     | 196
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 2781
flow.recycler.queue_max                                      | Total                     | 103
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1458176
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9785856
---------------------------------------------------------------------------------------------------
Date: 7/28/2026 -- 04:35:58 (uptime: 0d, 03h 14m 35s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 298647
capture.afpacket.polls                                       | Total                     | 1406046
capture.afpacket.poll_timeout                                | Total                     | 1387761
capture.afpacket.poll_data                                   | Total                     | 18285
decoder.pkts                                                 | Total                     | 298650
decoder.bytes                                                | Total                     | 358963437
decoder.ipv4                                                 | Total                     | 297192
decoder.ipv6                                                 | Total                     | 212
decoder.ethernet                                             | Total                     | 298650
decoder.arp                                                  | Total                     | 1246
decoder.tcp                                                  | Total                     | 293912
tcp.syn                                                      | Total                     | 1404
tcp.synack                                                   | Total                     | 371
tcp.rst                                                      | Total                     | 1096
decoder.udp                                                  | Total                     | 3472
decoder.icmpv6                                               | Total                     | 20
decoder.avg_pkt_size                                         | Total                     | 1201
decoder.max_pkt_size                                         | Total                     | 1514
tcp.active_sessions                                          | Total                     | 5
flow.total                                                   | Total                     | 3060
flow.active                                                  | Total                     | 78
flow.tcp                                                     | Total                     | 1380
flow.udp                                                     | Total                     | 1660
flow.icmpv6                                                  | Total                     | 20
flow.wrk.spare_sync_avg                                      | Total                     | 99
flow.wrk.spare_sync                                          | Total                     | 34
flow.wrk.spare_sync_incomplete                               | Total                     | 4
flow.wrk.flows_evicted_needs_work                            | Total                     | 197
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 212
flow.wrk.flows_evicted                                       | Total                     | 1
flow.wrk.flows_injected                                      | Total                     | 197
flow.wrk.flows_injected_max                                  | Total                     | 1
tcp.sessions                                                 | Total                     | 1373
tcp.ssn_from_cache                                           | Total                     | 163
tcp.ssn_from_pool                                            | Total                     | 1210
tcp.pseudo                                                   | Total                     | 56
tcp.segment_from_cache                                       | Total                     | 18062
tcp.segment_from_pool                                        | Total                     | 798
tcp.stream_depth_reached                                     | Total                     | 11
detect.alert                                                 | Total                     | 7
detect.alerts_suppressed                                     | Total                     | 2606
app_layer.flow.http                                          | Total                     | 152
app_layer.tx.http                                            | Total                     | 154
app_layer.flow.tls                                           | Total                     | 188
app_layer.flow.ssh                                           | Total                     | 28
app_layer.flow.ntp                                           | Total                     | 1014
app_layer.flow.dhcp                                          | Total                     | 13
app_layer.flow.mdns                                          | Total                     | 150
app_layer.flow.dns_udp                                       | Total                     | 483
app_layer.tx.dns_udp                                         | Total                     | 1042
app_layer.tx.ntp                                             | Total                     | 2020
app_layer.tx.dhcp                                            | Total                     | 26
app_layer.tx.mdns                                            | Total                     | 384
flow.end.state.new                                           | Total                     | 186
flow.end.state.established                                   | Total                     | 1432
flow.end.state.closed                                        | Total                     | 1364
flow.end.tcp_state.syn_sent                                  | Total                     | 4
flow.end.tcp_state.closed                                    | Total                     | 1364
flow.mgr.full_hash_pass                                      | Total                     | 1290
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10612
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 7008
flow.mgr.flows_notimeout                                     | Total                     | 4027
flow.mgr.flows_timeout                                       | Total                     | 2981
flow.mgr.flows_evicted                                       | Total                     | 2981
flow.mgr.flows_evicted_needs_work                            | Total                     | 196
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 2785
flow.recycler.queue_max                                      | Total                     | 103
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1433600
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9785856
---------------------------------------------------------------------------------------------------
Date: 7/28/2026 -- 04:36:06 (uptime: 0d, 03h 14m 43s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 298666
capture.afpacket.polls                                       | Total                     | 1406759
capture.afpacket.poll_timeout                                | Total                     | 1388470
capture.afpacket.poll_data                                   | Total                     | 18289
decoder.pkts                                                 | Total                     | 298665
decoder.bytes                                                | Total                     | 358968961
decoder.ipv4                                                 | Total                     | 297207
decoder.ipv6                                                 | Total                     | 212
decoder.ethernet                                             | Total                     | 298665
decoder.arp                                                  | Total                     | 1246
decoder.tcp                                                  | Total                     | 293927
tcp.syn                                                      | Total                     | 1404
tcp.synack                                                   | Total                     | 371
tcp.rst                                                      | Total                     | 1096
decoder.udp                                                  | Total                     | 3472
decoder.icmpv6                                               | Total                     | 20
decoder.avg_pkt_size                                         | Total                     | 1201
decoder.max_pkt_size                                         | Total                     | 1514
tcp.active_sessions                                          | Total                     | 4
flow.total                                                   | Total                     | 3060
flow.active                                                  | Total                     | 74
flow.tcp                                                     | Total                     | 1380
flow.udp                                                     | Total                     | 1660
flow.icmpv6                                                  | Total                     | 20
flow.wrk.spare_sync_avg                                      | Total                     | 99
flow.wrk.spare_sync                                          | Total                     | 34
flow.wrk.spare_sync_incomplete                               | Total                     | 4
flow.wrk.flows_evicted_needs_work                            | Total                     | 198
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 213
flow.wrk.flows_evicted                                       | Total                     | 1
flow.wrk.flows_injected                                      | Total                     | 198
flow.wrk.flows_injected_max                                  | Total                     | 1
tcp.sessions                                                 | Total                     | 1373
tcp.ssn_from_cache                                           | Total                     | 163
tcp.ssn_from_pool                                            | Total                     | 1210
tcp.pseudo                                                   | Total                     | 56
tcp.segment_from_cache                                       | Total                     | 18062
tcp.segment_from_pool                                        | Total                     | 798
tcp.stream_depth_reached                                     | Total                     | 11
detect.alert                                                 | Total                     | 7
detect.alerts_suppressed                                     | Total                     | 2606
app_layer.flow.http                                          | Total                     | 152
app_layer.tx.http                                            | Total                     | 154
app_layer.flow.tls                                           | Total                     | 188
app_layer.flow.ssh                                           | Total                     | 28
app_layer.flow.ntp                                           | Total                     | 1014
app_layer.flow.dhcp                                          | Total                     | 13
app_layer.flow.mdns                                          | Total                     | 150
app_layer.flow.dns_udp                                       | Total                     | 483
app_layer.tx.dns_udp                                         | Total                     | 1042
app_layer.tx.ntp                                             | Total                     | 2020
app_layer.tx.dhcp                                            | Total                     | 26
app_layer.tx.mdns                                            | Total                     | 384
flow.end.state.new                                           | Total                     | 186
flow.end.state.established                                   | Total                     | 1435
flow.end.state.closed                                        | Total                     | 1365
flow.end.tcp_state.syn_sent                                  | Total                     | 4
flow.end.tcp_state.closed                                    | Total                     | 1365
flow.mgr.full_hash_pass                                      | Total                     | 1291
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10615
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 7014
flow.mgr.flows_notimeout                                     | Total                     | 4028
flow.mgr.flows_timeout                                       | Total                     | 2986
flow.mgr.flows_evicted                                       | Total                     | 2986
flow.mgr.flows_evicted_needs_work                            | Total                     | 198
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 2788
flow.recycler.queue_max                                      | Total                     | 103
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1409024
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9785856
---------------------------------------------------------------------------------------------------
Date: 7/28/2026 -- 04:36:14 (uptime: 0d, 03h 14m 51s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 298687
capture.afpacket.polls                                       | Total                     | 1407845
capture.afpacket.poll_timeout                                | Total                     | 1389540
capture.afpacket.poll_data                                   | Total                     | 18305
decoder.pkts                                                 | Total                     | 298691
decoder.bytes                                                | Total                     | 358975282
decoder.ipv4                                                 | Total                     | 297233
decoder.ipv6                                                 | Total                     | 212
decoder.ethernet                                             | Total                     | 298691
decoder.arp                                                  | Total                     | 1246
decoder.tcp                                                  | Total                     | 293945
tcp.syn                                                      | Total                     | 1404
tcp.synack                                                   | Total                     | 371
tcp.rst                                                      | Total                     | 1096
decoder.udp                                                  | Total                     | 3480
decoder.icmpv6                                               | Total                     | 20
decoder.avg_pkt_size                                         | Total                     | 1201
decoder.max_pkt_size                                         | Total                     | 1514
tcp.active_sessions                                          | Total                     | 4
flow.total                                                   | Total                     | 3064
flow.active                                                  | Total                     | 75
flow.tcp                                                     | Total                     | 1380
flow.udp                                                     | Total                     | 1664
flow.icmpv6                                                  | Total                     | 20
flow.wrk.spare_sync_avg                                      | Total                     | 99
flow.wrk.spare_sync                                          | Total                     | 34
flow.wrk.spare_sync_incomplete                               | Total                     | 4
flow.wrk.flows_evicted_needs_work                            | Total                     | 198
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 213
flow.wrk.flows_evicted                                       | Total                     | 1
flow.wrk.flows_injected                                      | Total                     | 198
flow.wrk.flows_injected_max                                  | Total                     | 1
tcp.sessions                                                 | Total                     | 1373
tcp.ssn_from_cache                                           | Total                     | 163
tcp.ssn_from_pool                                            | Total                     | 1210
tcp.pseudo                                                   | Total                     | 56
tcp.segment_from_cache                                       | Total                     | 18062
tcp.segment_from_pool                                        | Total                     | 798
tcp.stream_depth_reached                                     | Total                     | 11
detect.alert                                                 | Total                     | 7
detect.alerts_suppressed                                     | Total                     | 2610
app_layer.flow.http                                          | Total                     | 152
app_layer.tx.http                                            | Total                     | 154
app_layer.flow.tls                                           | Total                     | 188
app_layer.flow.ssh                                           | Total                     | 28
app_layer.flow.ntp                                           | Total                     | 1018
app_layer.flow.dhcp                                          | Total                     | 13
app_layer.flow.mdns                                          | Total                     | 150
app_layer.flow.dns_udp                                       | Total                     | 483
app_layer.tx.dns_udp                                         | Total                     | 1042
app_layer.tx.ntp                                             | Total                     | 2028
app_layer.tx.dhcp                                            | Total                     | 26
app_layer.tx.mdns                                            | Total                     | 384
flow.end.state.new                                           | Total                     | 186
flow.end.state.established                                   | Total                     | 1438
flow.end.state.closed                                        | Total                     | 1365
flow.end.tcp_state.syn_sent                                  | Total                     | 4
flow.end.tcp_state.closed                                    | Total                     | 1365
flow.mgr.full_hash_pass                                      | Total                     | 1292
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10616
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 7020
flow.mgr.flows_notimeout                                     | Total                     | 4031
flow.mgr.flows_timeout                                       | Total                     | 2989
flow.mgr.flows_evicted                                       | Total                     | 2989
flow.mgr.flows_evicted_needs_work                            | Total                     | 198
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 2791
flow.recycler.queue_max                                      | Total                     | 103
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1409024
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9785856
---------------------------------------------------------------------------------------------------
Date: 7/28/2026 -- 04:36:22 (uptime: 0d, 03h 14m 59s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 298732
capture.afpacket.polls                                       | Total                     | 1408927
capture.afpacket.poll_timeout                                | Total                     | 1390604
capture.afpacket.poll_data                                   | Total                     | 18323
decoder.pkts                                                 | Total                     | 298735
decoder.bytes                                                | Total                     | 358986380
decoder.ipv4                                                 | Total                     | 297273
decoder.ipv6                                                 | Total                     | 212
decoder.ethernet                                             | Total                     | 298735
decoder.arp                                                  | Total                     | 1250
decoder.tcp                                                  | Total                     | 293981
tcp.syn                                                      | Total                     | 1404
tcp.synack                                                   | Total                     | 371
tcp.rst                                                      | Total                     | 1096
decoder.udp                                                  | Total                     | 3484
decoder.icmpv6                                               | Total                     | 20
decoder.avg_pkt_size                                         | Total                     | 1201
decoder.max_pkt_size                                         | Total                     | 1514
tcp.active_sessions                                          | Total                     | 4
flow.total                                                   | Total                     | 3066
flow.active                                                  | Total                     | 67
flow.tcp                                                     | Total                     | 1380
flow.udp                                                     | Total                     | 1666
flow.icmpv6                                                  | Total                     | 20
